Unique Applicant ID , Age, Years at Employer,Years at Address,Income,Credit Card Debt ,Automobile Debt,Outcomes: Default = 1
62,0.34487524,-0.485246322,0.635885308,-0.62164272,0.7324021,0.547656887,0
63,-1.127188402,-1.073816293,0.334341713,-0.421359157,-0.07988689,-0.335730608,1
64,-0.50978835,-1.220985568,0.445687414,-0.693171517,0.410582414,0.067147092,1
65,0.434129418,-0.163043121,-0.517875811,-0.189872101,0.71598851,0.030921797,0
66,2.456962387,-1.17695381,0.751744186,-0.446675601,-0.5946802,-0.588457258,1
67,-0.236666773,1.024864727,-1.165710621,0.536070137,-1.212117875,-0.246250647,0
68,-0.567688365,-0.674959252,-0.340073222,-0.637762939,0.69478297,0.812486134,0
69,-0.740033826,0.181404364,-0.348095589,-0.530311846,0.458642414,0.40727182,0
70,-0.939310943,-1.246843508,-0.439056227,-0.569753016,0.093028438,0.328264835,1
71,1.498441217,-1.007121808,0.300339408,-0.462842153,0.44213182,0.793866657,0
72,-0.539226443,-1.039140677,0.351508724,-0.695615942,0.679302513,0.858075482,0
73,1.019701396,-0.61329308,-0.659310043,-0.344624709,0.605407806,0.541954525,1
74,-0.814368076,-0.253323626,-0.162803231,-0.396716666,0.611494689,0.710708636,1
75,-0.175213508,-0.406756733,-0.28968097,-0.583682011,0.499156913,0.644800107,0
76,1.765947617,1.255027448,-0.581217402,1.348129898,-0.880370408,-2.045081238,0
77,-0.840080777,-1.076917654,-0.533743555,-0.625386146,0.273893301,0.544860831,0
78,1.807143232,0.018578062,0.327604046,-0.667782706,0.778216037,0.94810753,0
79,-0.443937991,0.155034615,-0.792404077,0.080723666,-0.517266375,-1.474182056,0
80,0.918204435,-0.299765784,-0.286579743,-0.293860819,0.742249207,0.539181444,0
81,1.314463559,3.400432673,-0.25459159,4.207816817,-3.938908507,-1.452012473,0
82,-0.467495179,-1.165835285,-0.953125351,-0.485079183,0.337725823,0.427982932,0
83,-0.936298189,-0.781379948,-1.058857244,-0.667380035,0.427274847,0.572221377,1
84,-1.307470919,-1.171931382,-0.545917563,-0.614094131,0.673576374,0.432208824,1
85,0.868607869,0.32160125,0.377766921,-0.270678323,0.087262679,0.188256396,0
86,0.473817462,1.225518023,-0.23620441,0.992607891,0.084145492,0.774395913,0
87,-0.387822871,0.440938244,-0.520644524,0.304122956,-2.035904355,-0.973479383,0
88,-1.29010272,-1.250755161,2.168306072,-0.62493486,0.778504882,0.496076102,0
89,-0.385585468,-0.041603776,-0.811532184,-0.193704923,0.313923569,0.260911634,0
90,1.415618463,-0.095799661,-0.366870385,-0.24082337,0.321724749,0.761546901,0
91,1.339717364,1.41807347,0.615723414,0.738326699,0.400031733,-0.564684853,0
92,-0.732807696,0.398978563,-1.071264818,-0.461943932,0.158829686,0.575370186,0
93,-0.117257827,-0.465365099,-0.729504484,-0.143640718,-0.532064899,-0.33238682,0
94,-0.579051068,-1.230426204,-0.706006063,-0.471216654,0.139338341,-0.699857496,0
95,1.233521717,0.690024343,-0.388434896,0.263302571,-1.731181612,-0.601348375,1
96,-0.31463005,-0.174094787,1.709183923,-0.486351515,0.656258505,0.627210301,0
97,-1.301658734,-0.604711777,-0.447407257,-0.771333856,0.771113974,0.636456204,0
98,1.099374562,1.403417195,0.114735194,-0.034510805,0.580218362,0.646397443,0
99,0.254868501,0.208847255,-0.055650664,-0.046364197,0.558949902,-0.785098726,0
100,2.353764682,3.359963198,-0.532931808,4.21798751,-1.3624338,-3.203897162,0
101,0.141754402,-0.326582167,-0.81089556,0.410245249,-0.266940695,0.448789364,0
102,-0.37224195,0.151524711,-0.498928261,0.029654957,-0.815026084,0.253094172,1
103,-0.841832962,-0.172957973,2.187828967,-0.442646551,0.544222951,0.717804171,0
104,1.417145503,0.873944412,1.425784572,0.443650666,-0.283422569,0.195745744,1
105,1.995336339,0.349773466,2.313474225,-0.26688903,-0.419367534,0.588174187,0
106,-0.75226488,-0.383249358,0.563822011,-0.405368481,-0.26257325,-0.039865639,1
107,0.154537491,1.494692966,-0.593200073,0.204456087,-0.486389612,-0.717181499,0
108,-1.080849744,-0.735831931,-0.961612325,-0.597807104,0.064205496,0.2891403,1
109,1.455149223,0.419911836,-0.390048209,0.092541534,-0.4737086,-1.045451156,1
110,-0.675999025,-0.003955143,0.371158364,-0.279557779,0.447678092,0.261943867,0
111,-0.551571169,0.759023304,0.844164029,0.215837931,-0.841139275,-0.448489277,0
112,-1.73556918,-0.827727838,0.035381693,-0.505093735,0.101624001,0.57233391,0
113,-0.10914024,0.29548395,1.106979769,0.008567342,0.642373091,0.844708752,0
114,-1.439666428,-0.749734623,1.44181364,-0.682948813,0.81279933,0.39915135,1
115,-1.255085538,-0.125377789,-1.114659757,-0.58556133,0.641606295,0.61411718,0
116,-1.284976469,-0.903447525,0.185192768,-0.494873881,0.179650121,0.356429557,1
117,1.178984403,-0.887535549,-0.948323801,-0.307669299,0.211108794,0.618694507,0
118,-0.24218383,1.064242094,-0.613743109,0.197381428,0.408020631,0.516869559,0
119,0.251190658,0.339769533,0.024454961,0.516458682,0.479315171,0.319379366,0
120,0.114095072,0.741957012,1.0402111,0.106368869,0.090709682,0.009305467,0
121,0.344336072,0.946328627,0.251323594,-0.171310644,-1.47970988,-0.436862259,1
122,-0.201954567,0.026768335,-0.349682598,0.004262045,0.623045559,-0.109445084,0
123,-0.685261174,0.317261047,-1.25128421,-0.106158501,-1.131557764,-0.193281604,0
124,1.51783844,2.116490877,0.366680826,1.034597763,0.376456765,0.351340304,0
125,0.285927221,-0.704586493,-1.239719805,-0.47955544,0.189449256,0.181466863,0
126,0.060824883,1.018419978,-0.512352667,-0.025880041,-2.917484317,-2.121144784,1
127,2.003847688,-0.382513889,-0.478335789,-0.40775683,0.771667165,0.154427426,0
128,2.567045999,-0.161125905,-0.717840591,0.305333522,-0.187779335,-0.133905915,0
129,0.858405271,0.209142318,1.118437247,0.507134634,-0.625362146,0.092293344,0
130,-1.301715777,-1.226824473,0.517173624,-0.526133629,0.44427716,0.25683812,1
131,1.033452198,-0.401848846,-0.818268495,0.130544468,0.592294945,-1.006318129,1
132,-1.115913895,-1.153939389,1.355535317,-0.449895092,0.532642341,0.645991415,0
133,-0.116094682,0.603755791,-0.418515476,-0.496585307,0.23333984,-0.097102928,0
134,0.227775067,0.291060712,1.839007398,-0.375377559,0.152487843,0.493101984,0
135,0.982415837,0.401242876,1.066268499,-0.343553998,0.624067606,0.336566413,0
136,-1.618226288,-1.223523649,0.37546508,-0.481724113,0.511762575,0.405416656,1
137,-0.927304603,0.098448125,-0.116091793,-0.092920238,-0.670955942,-0.516895667,1
138,-1.090673676,-0.594948851,0.250028969,-0.580235339,0.652026351,0.644337258,0
139,0.955896016,0.653164551,-0.938541772,-0.271207226,-0.167675383,0.219736675,0
140,-1.032172399,-0.854992865,0.473384738,-0.481166042,0.248569443,0.232406126,1
141,-0.691687346,-1.035065567,0.196210772,-0.704524328,0.722063289,0.949570617,1
142,0.020957057,-0.628154869,-0.282944847,-0.183698454,0.444759982,0.457597821,0
143,-0.30973236,-1.17272813,-0.1262496,-0.308716485,0.417053496,0.718646785,0
144,0.681009338,0.772186388,-1.113957337,0.354064608,0.358174058,0.002752366,0
145,0.676482662,2.301849544,0.833420886,0.603612403,-2.538455696,-0.686175376,0
146,-1.368198947,-0.558867079,-0.290702206,-0.546828457,0.656669767,0.323008812,0
147,-0.170013366,-0.463629719,0.517228808,-0.072496601,-0.090719052,-0.583108231,1
148,1.851502926,-0.476746546,1.63452543,0.663196986,-2.749875896,-0.890825312,1
149,-0.689918692,-0.546983842,0.380805107,-0.264416991,0.418319657,0.227696426,0
150,-1.061704707,-0.489711168,-1.208139577,0.581947848,-0.307063457,0.047853093,0
151,-1.252495979,-0.608463881,0.118852951,-0.520920202,0.768831635,0.626616102,0
152,-0.92398601,-0.460755687,-1.135880403,-0.749014581,0.628872934,0.641850042,0
153,-0.441707335,0.346916216,0.353872632,-0.423639523,0.732560789,0.469326237,0
154,-0.387638439,-0.974364419,-0.094604499,-0.533018623,-0.231737396,0.556472811,0
155,-0.090011731,-0.592663784,0.037526981,-0.659821443,0.3324107,0.477897913,0
156,-0.99626531,-1.205266349,-0.977552283,-0.665552706,-0.181883252,0.105915229,1
157,-0.108117693,-0.145517845,-0.7641997,-0.344623849,0.418856145,0.51185377,0
158,-0.191267984,0.369295825,-0.964298628,-0.446077712,0.428385784,0.283665136,1
159,-1.3182009,-1.185839277,-1.207229097,-0.312130101,-0.290041765,-0.317204863,0
160,-0.17182523,-0.147783152,-1.079431684,-0.508900187,0.482243509,0.729958133,0
161,1.513853276,3.093628872,1.720202851,2.109761501,-1.225797526,-0.962244571,0
162,-1.734887664,-1.179743842,-0.7514375,-0.658089751,0.716977792,0.224055182,1
163,-0.367326879,0.173292138,-0.936358704,-0.390559486,0.720980497,0.827571888,0
164,0.206884708,0.810462692,1.024657406,0.110682391,0.412383741,0.369668476,0
165,-0.088584412,0.417314525,0.047011058,-0.361806465,-0.268345788,0.566856209,0
166,0.154670079,-0.532620691,-0.840718038,-0.586532145,0.748061304,0.386073459,0
167,-1.02538655,-0.204036034,1.00843032,-0.683553953,0.546636513,0.68114002,1
168,-0.530887698,-0.970530614,0.031390874,-0.412008406,0.680103968,0.505569212,0
169,2.549345667,0.461790635,-0.93868314,0.197677931,-1.634341951,-0.051456837,0
170,0.320541141,1.94586181,-0.25686351,-0.006752846,-0.483034574,0.45976975,0
171,-0.279992575,-0.769440332,2.00935139,-0.502566468,-0.122726456,0.48902244,0
172,-1.764753043,-1.225094467,-0.208280616,-0.654595776,-0.24718638,-0.027196263,1
173,-0.954304685,0.615912932,-0.720187256,0.987772241,-0.669451653,-0.066010398,0
174,0.421475304,1.428310645,0.181371263,-0.066399423,0.638348355,0.752639402,0
175,-0.183551564,0.714054817,-0.901642805,-0.471045851,0.558670045,0.709774626,0
176,-0.748844327,-1.075487615,-0.105340816,-0.365047042,-0.057684052,0.283509266,0
177,-0.982960404,0.165190741,-1.07347108,-0.360278167,0.602140503,0.287878503,0
178,0.186964293,-0.337647681,-0.207388333,-0.263930319,-0.043518402,-0.48896869,0
179,-0.705595051,-1.125225881,0.047895994,-0.666503934,0.688239809,0.52936738,1
180,-1.150118505,-1.029472328,0.121261914,-0.703241424,0.705261027,0.453563462,1
181,-0.830132267,-0.865352341,-0.35607309,-0.445665111,0.610421858,0.063524404,0
182,0.157523311,-0.53960839,-0.540145026,-0.596047539,0.477130512,0.654324898,0
183,-0.120142735,1.06123114,1.75367158,0.228204428,-0.123169439,0.054405348,0
184,-0.648488185,-1.243052536,0.309165181,-0.542216263,0.648678711,0.132037381,0
185,0.449476437,1.562350219,2.118149848,0.520815278,-1.155269241,-3.543653095,0
186,0.169055589,-0.664152055,-1.191773381,-0.650830139,0.589004393,0.390549611,0
187,-1.078871591,-1.205336374,-0.711203296,-0.3005696,-0.304641526,0.175758695,1
188,-0.297274987,-0.066963697,-0.464935985,-0.476510608,0.697965406,0.792888662,0
189,-0.43785806,-1.198903375,-1.202145064,-0.661145923,0.719010888,0.870216477,1
190,0.416524277,1.359849518,-0.907480906,0.393559022,-1.874440014,0.196682815,0
191,2.083199424,0.988712466,-0.617570925,-0.045432266,0.162611298,0.540473165,0
192,0.651787078,1.707790363,1.383651753,2.011192552,-0.833840635,-3.045451991,0
193,-0.780270598,-0.260353814,-0.627948298,0.075501111,0.190993193,-0.901785836,0
194,0.48711143,-1.182524772,-1.052116678,-0.382583228,0.51171718,0.491261461,1
195,1.154127158,-1.266322941,-0.028764047,-0.487768626,0.747400491,0.55241215,0
196,0.91797458,0.684569349,-0.318363468,0.213191335,-0.504262118,-0.671432194,0
197,-1.227162838,-0.117292089,1.86188069,-0.647415581,0.570019782,0.661929707,0
198,-1.182573882,-0.922105421,-0.755906735,-0.443475787,0.451201975,0.572420526,0
199,0.523605163,1.192563193,-0.144718657,1.395060121,-0.000992898,-2.60270256,0
200,1.366064128,1.151475179,-1.239804232,1.561383288,0.515690394,-0.012279078,0
